4iww_opt_0043.pdb, 0.700, 182.012, 153.581
4iww_opt_0092.pdb, 0.626, 182.030, 153.653
4iww_opt_0063.pdb, 0.667, 182.063, 153.546
4iww_opt_0007.pdb, 0.642, 182.044, 153.620
4iww_opt_0036.pdb, 0.686, 182.085, 153.587
4iww_opt_0017.pdb, 0.626, 182.005, 153.496
4iww_opt_0090.pdb, 0.662, 181.920, 153.698
4iww_opt_0067.pdb, 0.662, 181.928, 153.650
4iww_opt_0024.pdb, 0.675, 182.034, 153.494
4iww_opt_0076.pdb, 0.652, 182.124, 153.384
4iww_opt_0081.pdb, 0.648, 182.086, 153.502
4iww_opt_0019.pdb, 0.642, 182.085, 153.620
4iww_opt_0049.pdb, 0.642, 182.019, 153.549
4iww_opt_0003.pdb, 0.667, 182.022, 153.507
4iww_opt_0085.pdb, 0.662, 181.928, 153.580
4iww_opt_0005.pdb, 0.700, 182.012, 153.605
4iww_opt_0098.pdb, 0.667, 182.063, 153.480
4iww_opt_0100.pdb, 0.662, 181.953, 153.644
4iww_opt_0027.pdb, 0.642, 182.085, 153.587
4iww_opt_0074.pdb, 0.651, 182.008, 153.483
4iww_opt_0055.pdb, 0.679, 182.098, 153.461
4iww_opt_0022.pdb, 0.662, 181.928, 153.666
4iww_opt_0064.pdb, 0.667, 182.022, 153.572
4iww_opt_0051.pdb, 0.642, 182.044, 153.548
4iww_opt_0047.pdb, 0.670, 182.062, 153.416
4iww_opt_0062.pdb, 0.662, 181.920, 153.698
4iww_opt_0061.pdb, 0.652, 182.058, 153.581
4iww_opt_0079.pdb, 0.685, 181.978, 153.522
4iww_opt_0053.pdb, 0.662, 181.928, 153.520
4iww_opt_0031.pdb, 0.642, 182.085, 153.620
4iww_opt_0009.pdb, 0.662, 181.920, 153.605
4iww_opt_0088.pdb, 0.662, 181.920, 153.757
4iww_opt_0060.pdb, 0.686, 182.060, 153.561
4iww_opt_0075.pdb, 0.667, 182.063, 153.620
4iww_opt_0041.pdb, 0.662, 181.920, 153.698
4iww_opt_0004.pdb, 0.630, 182.085, 153.437
