4iww_opt_0089.pdb, 0.662, 181.953, 153.644
4iww_opt_0042.pdb, 0.662, 181.920, 153.698
4iww_opt_0087.pdb, 0.683, 182.085, 153.429
4iww_opt_0084.pdb, 0.652, 182.083, 153.480
4iww_opt_0078.pdb, 0.675, 181.978, 153.514
4iww_opt_0016.pdb, 0.662, 181.854, 153.751
4iww_opt_0052.pdb, 0.642, 182.085, 153.549
4iww_opt_0065.pdb, 0.662, 181.920, 153.698
4iww_opt_0015.pdb, 0.652, 182.004, 153.614
4iww_opt_0018.pdb, 0.685, 181.839, 153.693
4iww_opt_0094.pdb, 0.700, 182.020, 153.561
4iww_opt_0071.pdb, 0.662, 181.920, 153.698
4iww_opt_0014.pdb, 0.656, 181.981, 153.549
4iww_opt_0034.pdb, 0.667, 182.030, 153.529
4iww_opt_0033.pdb, 0.678, 181.971, 153.532
4iww_opt_0010.pdb, 0.642, 182.053, 153.514
4iww_opt_0045.pdb, 0.642, 182.126, 153.542
4iww_opt_0039.pdb, 0.662, 181.920, 153.618
4iww_opt_0054.pdb, 0.696, 181.974, 153.540
4iww_opt_0050.pdb, 0.685, 181.913, 153.618
4iww_opt_0077.pdb, 0.663, 181.978, 153.534
4iww_opt_0069.pdb, 0.667, 182.063, 153.507
4iww_opt_0072.pdb, 0.662, 181.920, 153.618
4iww_opt_0026.pdb, 0.642, 182.085, 153.587
4iww_opt_0035.pdb, 0.662, 181.928, 153.650
4iww_opt_0025.pdb, 0.642, 182.044, 153.549
4iww_opt_0080.pdb, 0.642, 182.085, 153.588
4iww_opt_0032.pdb, 0.662, 181.928, 153.585
4iww_opt_0002.pdb, 0.662, 181.879, 153.650
4iww_opt_0012.pdb, 0.669, 182.008, 153.562
4iww_opt_0020.pdb, 0.642, 182.053, 153.529
4iww_opt_0011.pdb, 0.696, 182.015, 153.579
4iww_opt_0057.pdb, 0.662, 181.895, 153.751
4iww_opt_0068.pdb, 0.626, 182.030, 153.549
4iww_opt_0030.pdb, 0.662, 181.854, 153.716
4iww_opt_0095.pdb, 0.662, 181.928, 153.605
4iww_opt_0013.pdb, 0.662, 181.887, 153.699
4iww_opt_0029.pdb, 0.700, 182.012, 153.442
4iww_opt_0082.pdb, 0.662, 181.920, 153.698
4iww_opt_0070.pdb, 0.662, 181.928, 153.618
4iww_opt_0046.pdb, 0.662, 181.895, 153.698
4iww_opt_0038.pdb, 0.693, 182.062, 153.514
4iww_opt_0059.pdb, 0.685, 181.913, 153.585
4iww_opt_0058.pdb, 0.662, 181.920, 153.618
4iww_opt_0056.pdb, 0.662, 181.928, 153.666
4iww_opt_0096.pdb, 0.662, 181.887, 153.744
4iww_opt_0048.pdb, 0.685, 181.913, 153.676
4iww_opt_0037.pdb, 0.662, 181.920, 153.698
4iww_opt_0083.pdb, 0.642, 182.019, 153.587
4iww_opt_0073.pdb, 0.686, 182.085, 153.486
4iww_opt_0040.pdb, 0.685, 182.019, 153.494
4iww_opt_0006.pdb, 0.662, 181.920, 153.711
4iww_opt_0097.pdb, 0.662, 181.920, 153.618
4iww_opt_0008.pdb, 0.662, 181.928, 153.624
4iww_opt_0028.pdb, 0.662, 181.920, 153.698
4iww_opt_0001.pdb, 0.700, 182.012, 153.435
4iww_opt_0044.pdb, 0.652, 182.069, 153.516
4iww_opt_0023.pdb, 0.662, 181.887, 153.585
4iww_opt_0099.pdb, 0.700, 181.988, 153.501
4iww_opt_0093.pdb, 0.662, 181.895, 153.667
4iww_opt_0091.pdb, 0.642, 182.085, 153.496
4iww_opt_0021.pdb, 0.658, 182.108, 153.529
4iww_opt_0086.pdb, 0.662, 181.920, 153.698
4iww_opt_0066.pdb, 0.685, 181.880, 153.751
