6at0_opt_0018.pdb, 294.473, 1.427, 226.059, 48.223, 87.342
6at0_opt_0054.pdb, 294.473, 1.427, 226.059, 48.223, 87.342
6at0_opt_0070.pdb, 294.473, 1.427, 226.079, 48.223, 87.302
6at0_opt_0099.pdb, 294.473, 1.427, 226.059, 48.223, 87.342
6at0_opt_0059.pdb, 294.473, 1.427, 226.059, 48.223, 87.342
6at0_opt_0045.pdb, 294.473, 1.427, 226.079, 48.223, 87.302
6at0_opt_0083.pdb, 294.473, 1.468, 226.092, 48.228, 87.293
6at0_opt_0011.pdb, 294.473, 1.427, 226.079, 48.223, 87.287
6at0_opt_0080.pdb, 294.473, 1.468, 226.092, 48.228, 87.293
6at0_opt_0082.pdb, 294.473, 1.468, 226.092, 48.228, 87.293
6at0_opt_0017.pdb, 294.473, 1.427, 226.079, 48.223, 87.287
6at0_opt_0090.pdb, 294.473, 1.427, 226.079, 48.223, 87.287
6at0_opt_0043.pdb, 294.473, 1.427, 226.079, 48.223, 87.287
6at0_opt_0034.pdb, 294.473, 1.427, 226.079, 48.223, 87.287
6at0_opt_0081.pdb, 294.473, 1.427, 226.079, 48.223, 87.302
6at0_opt_0041.pdb, 294.473, 1.427, 226.079, 48.223, 87.287
6at0_opt_0078.pdb, 294.473, 1.468, 226.092, 48.228, 87.293
6at0_opt_0089.pdb, 294.473, 1.427, 226.079, 48.223, 87.287
6at0_opt_0094.pdb, 294.473, 1.468, 226.092, 48.228, 87.293
6at0_opt_0027.pdb, 294.473, 1.468, 226.092, 48.228, 87.293
6at0_opt_0087.pdb, 294.473, 1.427, 226.079, 48.223, 87.287
6at0_opt_0053.pdb, 294.473, 1.427, 226.059, 48.223, 87.342
6at0_opt_0093.pdb, 294.473, 1.427, 226.079, 48.223, 87.287
6at0_opt_0074.pdb, 294.473, 1.427, 226.059, 48.223, 87.342
6at0_opt_0035.pdb, 294.473, 1.427, 226.079, 48.223, 87.287
6at0_opt_0038.pdb, 294.473, 1.427, 226.079, 48.223, 87.302
6at0_opt_0033.pdb, 294.473, 1.427, 226.079, 48.223, 87.302
6at0_opt_0100.pdb, 294.473, 1.427, 226.059, 48.223, 87.342
6at0_opt_0050.pdb, 294.473, 1.427, 226.059, 48.223, 87.342
6at0_opt_0065.pdb, 294.473, 1.427, 226.079, 48.223, 87.302
6at0_opt_0076.pdb, 294.473, 1.427, 226.059, 48.223, 87.342
6at0_opt_0004.pdb, 294.473, 1.427, 226.059, 48.223, 87.342
6at0_opt_0057.pdb, 294.473, 1.427, 226.059, 48.223, 87.342
6at0_opt_0036.pdb, 294.473, 1.427, 226.079, 48.223, 87.302
6at0_opt_0014.pdb, 294.473, 1.427, 226.079, 48.223, 87.302
6at0_opt_0024.pdb, 294.473, 1.427, 226.079, 48.223, 87.287
6at0_opt_0016.pdb, 294.473, 1.427, 226.079, 48.223, 87.302
6at0_opt_0075.pdb, 294.473, 1.427, 226.079, 48.223, 87.287
6at0_opt_0046.pdb, 294.473, 1.427, 226.079, 48.223, 87.302
6at0_opt_0015.pdb, 294.473, 1.427, 226.059, 48.223, 87.342
6at0_opt_0022.pdb, 294.473, 1.468, 226.092, 48.228, 87.293
6at0_opt_0023.pdb, 294.473, 1.427, 226.059, 48.223, 87.342
6at0_opt_0019.pdb, 294.473, 1.468, 226.092, 48.228, 87.293
6at0_opt_0020.pdb, 294.473, 1.427, 226.079, 48.223, 87.287
6at0_opt_0096.pdb, 294.473, 1.427, 226.079, 48.223, 87.302
6at0_opt_0039.pdb, 294.473, 1.427, 226.079, 48.223, 87.302
6at0_opt_0003.pdb, 294.473, 1.468, 226.092, 48.228, 87.293
6at0_opt_0030.pdb, 294.473, 1.468, 226.092, 48.228, 87.293
6at0_opt_0002.pdb, 294.473, 1.427, 226.059, 48.223, 87.342
6at0_opt_0061.pdb, 294.473, 1.427, 226.059, 48.223, 87.342
6at0_opt_0098.pdb, 294.473, 1.427, 226.079, 48.223, 87.287
