Conformer,RMSD
1,1.660072271683796
2,1.6598669035734026
3,1.6608111317785827
4,1.6587281159180234
5,1.6598994928857267
6,1.6587483702100823
7,1.6600600655518627
8,1.6587483702100823
9,1.6589867478112248
10,1.660072271683796
11,1.6598994928857267
12,1.6600600655518627
13,1.659088566011697
14,1.659258903353428
15,1.6608111317785827
16,1.6595147687777174
17,1.6608111317785827
18,1.6588471108656733
19,1.6598994928857267
20,1.6587483702100823
21,1.6588471108656733
22,1.6599732623095718
23,1.659258903353428
24,1.6587281159180234
25,1.6587281159180234
26,1.6608111317785827
27,1.6587281159180234
28,1.6587483702100823
29,1.6600600655518627
30,1.6598994928857267
31,1.6598994928857267
32,1.6595147687777174
33,1.6589867478112248
34,1.6589867478112248
35,1.6598994928857267
36,1.6608111317785827
37,1.6598669035734026
38,1.6600600655518627
39,1.6587281159180234
40,1.659088566011697
41,1.6588471108656733
42,1.6587483702100823
43,1.6600600655518627
44,1.6589867478112248
45,1.6600600655518627
46,1.6598994928857267
47,1.659258903353428
48,1.6588471108656733
49,1.6588471108656733
50,1.660072271683796
51,1.6598669035734026
52,1.6589867478112248
53,1.6608111317785827
54,1.6587281159180234
55,1.6587281159180234
56,1.6587281159180234
57,1.6599914692624533
58,1.6600600655518627
59,1.6588471108656733
60,1.6608111317785827
61,1.6587281159180234
62,1.6589867478112248
63,1.6587483702100823
64,1.6608111317785827
65,1.659258903353428
66,1.6587281159180234
67,1.6595147687777174
68,1.660072271683796
69,1.6589867478112248
70,1.658016149464045
71,1.6598669035734026
72,1.6587281159180234
73,1.6595147687777174
74,1.660072271683796
75,1.6587281159180234
76,1.6589867478112248
77,1.6587483702100823
78,1.6608111317785827
79,1.6608111317785827
80,1.6587281159180234
81,1.6598994928857267
82,1.6587281159180234
83,1.6588471108656733
84,1.6597962315066999
85,1.6587483702100823
86,1.6598994928857267
87,1.6608111317785827
88,1.6600072430360806
89,1.6608111317785827
90,1.6587483702100823
91,1.658806702579511
92,1.6608111317785827
93,1.6585775108833212
94,1.660072271683796
95,1.659258903353428
96,1.6601895561635946
97,1.6600600655518627
98,1.6589867478112248
99,1.6598994928857267
100,1.6589867478112248
