6udb_opt_0032.pdb, 356.254, 12.234, 2.895
6udb_opt_0091.pdb, 355.769, 12.406, 3.743
6udb_opt_0076.pdb, 355.769, 12.406, 3.743
6udb_opt_0077.pdb, 355.617, 12.446, 3.965
6udb_opt_0065.pdb, 356.254, 12.234, 2.895
6udb_opt_0010.pdb, 355.672, 12.374, 3.746
6udb_opt_0051.pdb, 355.249, 13.948, 5.889
6udb_opt_0035.pdb, 355.856, 12.398, 3.604
6udb_opt_0009.pdb, 356.220, 12.440, 3.101
6udb_opt_0096.pdb, 355.821, 12.401, 3.694
6udb_opt_0013.pdb, 355.788, 12.384, 3.723
6udb_opt_0073.pdb, 355.638, 12.446, 3.901
6udb_opt_0066.pdb, 355.866, 12.406, 3.626
6udb_opt_0083.pdb, 355.788, 12.517, 3.831
6udb_opt_0064.pdb, 354.881, 12.862, 5.248
6udb_opt_0063.pdb, 355.617, 12.446, 3.965
6udb_opt_0011.pdb, 356.385, 12.723, 3.518
6udb_opt_0018.pdb, 356.254, 12.234, 2.895
6udb_opt_0068.pdb, 355.885, 12.513, 3.829
6udb_opt_0074.pdb, 355.672, 12.374, 3.800
6udb_opt_0059.pdb, 355.802, 12.396, 3.647
6udb_opt_0090.pdb, 355.497, 12.759, 4.345
6udb_opt_0017.pdb, 356.307, 12.516, 3.190
6udb_opt_0080.pdb, 355.856, 12.347, 3.550
6udb_opt_0026.pdb, 355.672, 12.374, 3.734
6udb_opt_0007.pdb, 355.672, 12.374, 3.800
6udb_opt_0057.pdb, 355.672, 12.374, 3.746
6udb_opt_0048.pdb, 356.220, 12.440, 3.101
6udb_opt_0005.pdb, 355.821, 12.401, 3.694
6udb_opt_0081.pdb, 355.788, 12.430, 3.725
6udb_opt_0056.pdb, 355.821, 12.364, 3.729
6udb_opt_0021.pdb, 356.307, 12.516, 3.190
6udb_opt_0054.pdb, 355.802, 12.396, 3.647
6udb_opt_0023.pdb, 355.821, 12.401, 3.694
6udb_opt_0015.pdb, 355.724, 12.452, 3.847
6udb_opt_0002.pdb, 355.821, 12.401, 3.694
6udb_opt_0067.pdb, 356.167, 12.878, 3.198
6udb_opt_0038.pdb, 355.497, 12.759, 4.345
6udb_opt_0036.pdb, 355.672, 12.374, 3.800
6udb_opt_0033.pdb, 355.875, 12.425, 3.574
6udb_opt_0100.pdb, 356.254, 12.234, 2.895
6udb_opt_0086.pdb, 355.672, 12.374, 3.800
6udb_opt_0042.pdb, 355.735, 12.453, 3.864
6udb_opt_0049.pdb, 355.821, 12.401, 3.694
6udb_opt_0089.pdb, 356.254, 12.234, 2.895
6udb_opt_0030.pdb, 355.769, 12.406, 3.743
6udb_opt_0024.pdb, 355.821, 12.401, 3.694
6udb_opt_0001.pdb, 355.788, 12.430, 3.749
6udb_opt_0084.pdb, 354.765, 13.783, 6.071
6udb_opt_0097.pdb, 355.973, 12.676, 3.941
6udb_opt_0006.pdb, 355.821, 12.401, 3.694
6udb_opt_0052.pdb, 355.497, 12.759, 4.345
6udb_opt_0025.pdb, 355.821, 12.401, 3.694
6udb_opt_0046.pdb, 355.821, 12.401, 3.694
6udb_opt_0099.pdb, 355.866, 12.406, 3.626
6udb_opt_0043.pdb, 355.856, 12.388, 3.555
6udb_opt_0020.pdb, 355.821, 12.401, 3.694
6udb_opt_0034.pdb, 355.821, 12.401, 3.694
6udb_opt_0039.pdb, 355.788, 12.430, 3.779
6udb_opt_0044.pdb, 355.821, 12.401, 3.694
6udb_opt_0014.pdb, 355.769, 12.688, 4.081
6udb_opt_0041.pdb, 355.497, 12.759, 4.345
6udb_opt_0082.pdb, 355.701, 12.416, 3.846
6udb_opt_0079.pdb, 355.866, 12.550, 3.902
6udb_opt_0072.pdb, 355.584, 12.932, 3.814
6udb_opt_0069.pdb, 355.769, 12.406, 3.743
6udb_opt_0093.pdb, 356.438, 12.490, 2.886
6udb_opt_0078.pdb, 356.351, 12.548, 3.223
6udb_opt_0012.pdb, 356.254, 12.234, 2.895
6udb_opt_0095.pdb, 356.123, 12.650, 3.138
6udb_opt_0053.pdb, 356.589, 12.407, 2.652
6udb_opt_0094.pdb, 355.821, 12.364, 3.729
6udb_opt_0092.pdb, 355.939, 12.394, 3.229
6udb_opt_0040.pdb, 355.821, 12.401, 3.694
6udb_opt_0003.pdb, 356.220, 12.548, 3.384
6udb_opt_0019.pdb, 356.254, 12.234, 2.895
6udb_opt_0045.pdb, 356.220, 12.635, 3.427
6udb_opt_0087.pdb, 355.821, 12.364, 3.729
6udb_opt_0061.pdb, 355.788, 12.517, 3.814
6udb_opt_0098.pdb, 355.672, 12.374, 3.800
6udb_opt_0022.pdb, 355.735, 12.467, 3.900
6udb_opt_0027.pdb, 356.254, 12.234, 2.895
6udb_opt_0031.pdb, 355.821, 12.401, 3.694
6udb_opt_0008.pdb, 355.497, 12.759, 4.345
6udb_opt_0085.pdb, 355.821, 12.401, 3.694
6udb_opt_0037.pdb, 355.497, 12.759, 4.345
6udb_opt_0075.pdb, 355.973, 12.578, 3.511
6udb_opt_0060.pdb, 355.821, 12.401, 3.694
6udb_opt_0058.pdb, 356.254, 12.234, 2.895
6udb_opt_0047.pdb, 355.672, 12.508, 3.939
6udb_opt_0050.pdb, 355.821, 12.401, 3.694
6udb_opt_0088.pdb, 355.681, 12.501, 3.949
6udb_opt_0070.pdb, 355.821, 12.401, 3.694
6udb_opt_0016.pdb, 355.701, 12.525, 3.919
6udb_opt_0029.pdb, 356.385, 12.770, 3.234
6udb_opt_0062.pdb, 355.788, 12.517, 3.831
6udb_opt_0004.pdb, 355.821, 12.401, 3.694
6udb_opt_0071.pdb, 356.104, 12.418, 3.193
6udb_opt_0028.pdb, 355.638, 12.359, 3.812
6udb_opt_0055.pdb, 355.584, 12.418, 3.881
