Conformer,RMSD
1,1.974177354462766
2,1.974177354462766
3,1.974177354462766
4,1.974177354462766
5,1.974177354462766
6,1.974177354462766
7,1.974177354462766
8,1.974177354462766
9,1.974177354462766
10,1.974177354462766
11,1.974177354462766
12,1.974177354462766
13,1.974177354462766
14,1.974177354462766
15,1.974177354462766
16,1.974177354462766
17,1.974177354462766
18,1.974177354462766
19,1.974177354462766
20,1.974177354462766
21,1.974177354462766
22,1.974177354462766
23,1.974177354462766
24,1.974177354462766
25,1.974177354462766
26,1.974177354462766
27,1.974177354462766
28,1.974177354462766
29,1.974177354462766
30,1.974177354462766
31,1.974177354462766
32,1.974177354462766
33,1.974177354462766
34,1.974177354462766
35,1.974177354462766
36,1.974177354462766
37,1.974177354462766
38,1.974177354462766
39,1.974177354462766
40,1.974177354462766
41,1.974177354462766
42,1.974177354462766
43,1.974177354462766
44,1.974177354462766
45,1.974177354462766
46,1.974177354462766
47,1.974177354462766
48,1.974177354462766
49,1.974177354462766
50,1.974177354462766
51,1.974177354462766
52,1.974177354462766
53,1.974177354462766
54,1.974177354462766
55,1.974177354462766
56,1.974177354462766
57,1.974177354462766
58,1.974177354462766
59,1.974177354462766
60,1.974177354462766
61,1.974177354462766
62,1.974177354462766
63,1.974177354462766
64,1.974177354462766
65,1.974177354462766
66,1.974177354462766
67,1.974177354462766
68,1.974177354462766
69,1.974177354462766
70,1.974177354462766
71,1.974177354462766
72,1.974177354462766
73,1.974177354462766
74,1.974177354462766
75,1.974177354462766
76,1.974177354462766
77,1.974177354462766
78,1.974177354462766
79,1.974177354462766
80,1.974177354462766
81,1.974177354462766
82,1.974177354462766
83,1.974177354462766
84,1.974177354462766
85,1.974177354462766
86,1.974177354462766
87,1.974177354462766
88,1.974177354462766
89,1.974177354462766
90,1.974177354462766
91,1.974177354462766
92,1.974177354462766
93,1.974177354462766
94,1.974177354462766
95,1.974177354462766
96,1.974177354462766
97,1.974177354462766
98,1.974177354462766
99,1.974177354462766
100,1.974177354462766
