Conformer,RMSD
1,0.8354331818097659
2,0.8354331818097659
3,0.8354331818097659
4,0.8354331818097659
5,0.8354331818097659
6,0.8354331818097659
7,0.8354331818097659
8,0.8354331818097659
9,0.8354331818097659
10,0.8352866465872798
11,0.8354331818097659
12,0.8354331818097659
13,0.8356162296594294
14,0.8354331818097659
15,0.8354331818097659
16,0.8356006989697778
17,0.8354331818097659
18,0.8354331818097659
19,0.8352155012641898
20,0.8354331818097659
21,0.8356006989697778
22,0.8354331818097659
23,0.8354331818097659
24,0.8354331818097659
25,0.8356006989697778
26,0.8354331818097659
27,0.8354331818097659
28,0.8354331818097659
29,0.8354331818097659
30,0.8354331818097659
31,0.8354331818097659
32,0.8354331818097659
33,0.8354331818097659
34,0.8354331818097659
35,0.8354331818097659
36,0.8354331818097659
37,0.83593436861411
38,0.8356006989697778
39,0.8354331818097659
40,0.8354331818097659
41,0.8354331818097659
42,0.8354331818097659
43,0.8356006989697778
44,0.8356051105988639
45,0.83593436861411
46,0.8354331818097659
47,0.8354331818097659
48,0.8354331818097659
49,0.8356006989697778
50,0.8352866465872798
51,0.8354331818097659
52,0.8354331818097659
53,0.8352155012641898
54,0.8354331818097659
55,0.8354331818097659
56,0.8354331818097659
57,0.8354331818097659
58,0.8354331818097659
59,0.8354331818097659
60,0.8354331818097659
61,0.8354331818097659
62,0.8357536335402843
63,0.8354331818097659
64,0.8354331818097659
65,0.8354331818097659
66,0.8354331818097659
67,0.8356006989697778
68,0.8356006989697778
69,0.8354331818097659
70,0.8356006989697778
71,0.8354331818097659
72,0.8354331818097659
73,0.8354331818097659
74,0.8354331818097659
75,0.8354331818097659
76,0.8356006989697778
77,0.8354331818097659
78,0.8354331818097659
79,0.8352866465872798
80,0.8354331818097659
81,0.8356006989697778
82,0.8354331818097659
83,0.8354331818097659
84,0.8352155012641898
85,0.83593436861411
86,0.8354331818097659
87,0.8354331818097659
88,0.8354331818097659
89,0.8354331818097659
90,0.8354331818097659
91,0.8354331818097659
92,0.8354331818097659
93,0.8352866465872798
94,0.8354331818097659
95,0.8354331818097659
96,0.8354331818097659
97,0.8354331818097659
98,0.8350988651956952
99,0.8354331818097659
100,0.8356006989697778
