1a2t_opt_0032.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0075.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0017.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0064.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0055.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0095.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0089.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0059.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0088.pdb, 13.760, 17.788, 140.024, 25.414, 91.114
1a2t_opt_0097.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0012.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0069.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0087.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0034.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0073.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0007.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0009.pdb, 13.758, 17.787, 139.979, 25.425, 91.229
1a2t_opt_0043.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0100.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0065.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0014.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0067.pdb, 13.758, 17.787, 139.979, 25.425, 91.229
1a2t_opt_0020.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0054.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0084.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0028.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0078.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0033.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0005.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0003.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0004.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0018.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0081.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0048.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0077.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0037.pdb, 13.760, 17.788, 140.024, 25.414, 91.114
1a2t_opt_0027.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0085.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0049.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0083.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0016.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0039.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0092.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0096.pdb, 13.758, 17.787, 139.979, 25.425, 91.229
1a2t_opt_0029.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0091.pdb, 13.760, 17.788, 140.024, 25.414, 91.114
1a2t_opt_0074.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0008.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0071.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0001.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0006.pdb, 13.758, 17.787, 139.979, 25.425, 91.229
1a2t_opt_0031.pdb, 13.758, 17.787, 139.979, 25.425, 91.229
1a2t_opt_0066.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0076.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0038.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0024.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0070.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0011.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0044.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0079.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0058.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0093.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0047.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0056.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0099.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0052.pdb, 13.760, 17.788, 140.024, 25.414, 91.114
1a2t_opt_0025.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0026.pdb, 13.760, 17.788, 140.024, 25.414, 91.114
1a2t_opt_0053.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0040.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0072.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0019.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0062.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0086.pdb, 13.760, 17.788, 140.024, 25.414, 91.154
1a2t_opt_0063.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0035.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0090.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0023.pdb, 13.758, 17.787, 139.979, 25.425, 91.229
1a2t_opt_0057.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0010.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0046.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0041.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0036.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0098.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0013.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0068.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0050.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0021.pdb, 13.758, 17.787, 139.979, 25.425, 91.190
1a2t_opt_0030.pdb, 13.760, 17.788, 140.024, 25.414, 91.114
1a2t_opt_0022.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0080.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
1a2t_opt_0094.pdb, 13.758, 17.787, 140.032, 25.415, 91.154
