4xs7_opt_0015.pdb, 6.603, 8.019, 8.236
4xs7_opt_0018.pdb, 6.603, 8.019, 8.236
4xs7_opt_0054.pdb, 6.603, 8.019, 8.236
4xs7_opt_0013.pdb, 6.603, 8.019, 8.236
4xs7_opt_0021.pdb, 6.603, 8.019, 8.236
4xs7_opt_0012.pdb, 6.603, 8.019, 8.236
4xs7_opt_0031.pdb, 6.603, 8.019, 8.236
4xs7_opt_0002.pdb, 6.603, 8.019, 8.236
4xs7_opt_0010.pdb, 6.603, 8.019, 8.236
4xs7_opt_0034.pdb, 6.603, 8.019, 8.236
4xs7_opt_0085.pdb, 6.603, 8.019, 8.236
4xs7_opt_0088.pdb, 6.603, 8.019, 8.236
4xs7_opt_0070.pdb, 6.603, 8.019, 8.236
4xs7_opt_0026.pdb, 6.603, 8.019, 8.236
4xs7_opt_0072.pdb, 6.603, 8.019, 8.236
4xs7_opt_0056.pdb, 6.603, 8.019, 8.236
4xs7_opt_0046.pdb, 6.603, 8.019, 8.236
4xs7_opt_0095.pdb, 6.603, 8.019, 8.236
4xs7_opt_0030.pdb, 6.603, 8.019, 8.236
4xs7_opt_0016.pdb, 6.603, 8.019, 8.236
4xs7_opt_0041.pdb, 6.603, 8.019, 8.236
4xs7_opt_0035.pdb, 6.603, 8.019, 8.237
4xs7_opt_0008.pdb, 6.603, 8.019, 8.236
4xs7_opt_0037.pdb, 6.603, 8.019, 8.236
4xs7_opt_0045.pdb, 6.603, 8.019, 8.236
4xs7_opt_0097.pdb, 6.603, 8.019, 8.236
4xs7_opt_0100.pdb, 6.603, 8.019, 8.237
4xs7_opt_0042.pdb, 6.603, 8.019, 8.236
4xs7_opt_0007.pdb, 6.603, 8.019, 8.236
4xs7_opt_0020.pdb, 6.603, 8.019, 8.236
4xs7_opt_0076.pdb, 6.603, 8.019, 8.236
4xs7_opt_0027.pdb, 6.603, 8.019, 8.236
4xs7_opt_0011.pdb, 6.603, 8.019, 8.236
