Conformer,RMSD
1,3.0333155879014275
2,3.0333155879014275
3,3.0333155879014275
4,3.0346650425107033
5,3.030442142813346
6,3.0333155879014275
7,3.0288590842036425
8,3.0333155879014275
9,3.0333155879014275
10,3.0333155879014275
11,3.0333155879014275
12,3.0333155879014275
13,3.030053678191146
14,3.030053678191146
15,3.0333155879014275
16,3.0333155879014275
17,3.030442142813346
18,3.0333155879014275
19,3.0333155879014275
20,3.0333155879014275
21,3.0333155879014275
22,3.030053678191146
23,3.0338499723873316
24,3.02908617518254
25,3.0333155879014275
26,3.030442142813346
27,3.0333155879014275
28,3.0333155879014275
29,3.0338499723873316
30,3.0333155879014275
31,3.028568649728075
32,3.0333155879014275
33,3.0333155879014275
34,3.0333155879014275
35,3.0333155879014275
36,3.0333155879014275
37,3.0333155879014275
38,3.0333155879014275
39,3.0333155879014275
40,3.030053678191146
41,3.0333155879014275
42,3.0333155879014275
43,3.0333155879014275
44,3.0333155879014275
45,3.0333155879014275
46,3.030053678191146
47,3.0333155879014275
48,3.0333155879014275
49,3.0333155879014275
50,3.0333155879014275
51,3.0346650425107033
52,3.0333155879014275
53,3.0333155879014275
54,3.0333155879014275
55,3.0333155879014275
56,3.0333155879014275
57,3.030053678191146
58,3.0333155879014275
59,3.0333155879014275
60,3.0333155879014275
61,3.0333155879014275
62,3.0333155879014275
63,3.0333155879014275
64,3.0333155879014275
65,3.0333155879014275
66,3.0333155879014275
67,3.0333155879014275
68,3.0333155879014275
69,3.0333155879014275
70,3.0333155879014275
71,3.0333155879014275
72,3.0333155879014275
73,3.0333155879014275
74,3.0333155879014275
75,3.0333155879014275
76,3.0333155879014275
77,3.0338499723873316
78,3.0333155879014275
79,3.0338499723873316
80,3.0333155879014275
81,3.0346650425107033
82,3.0333155879014275
83,3.0333155879014275
84,3.0333155879014275
85,3.0333155879014275
86,3.0333155879014275
87,3.0338499723873316
88,3.0333155879014275
89,3.0333155879014275
90,3.0346650425107033
91,3.0346650425107033
92,3.0333155879014275
93,3.0333155879014275
94,3.0333155879014275
95,3.0333155879014275
96,3.0333155879014275
97,3.0333155879014275
98,3.0333155879014275
99,3.0333155879014275
100,3.0333155879014275
